
,providerId,locationId,organisationType,type,name,region,postalCode,onspdLatitude,onspdLongitude,rating_overall,reportDate,rating_caring,rating_effective,rating_responsive,rating_safe,rating_wellled,URL,Location_type,Location_subtype,Report_URL,Corpus_duplication_check
82,RGD,9999,Provider,NHS Healthcare Organisation,Leeds and York Partnership NHS Foundation Trust,Yorkshire & Humberside,LS15 8ZB,53.796822,-1.426439,Good,12/20/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RGD,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5329.pdf,included
83,RGM,9999,Provider,NHS Healthcare Organisation,Royal Papworth Hospital NHS Foundation Trust,East,CB2 0AY,52.173522,0.136046,Outstanding,10/16/2019,Outstanding,Outstanding,Outstanding,Outstanding,Outstanding,http://www.cqc.org.uk/provider/RGM,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4521.pdf,included
84,RGN,9999,Provider,NHS Healthcare Organisation,North West Anglia NHS Foundation Trust,East,PE3 9GZ,52.583921,-0.279386,Requires improvement,12/20/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RGN,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5819.pdf,included
85,RGP,9999,Provider,NHS Healthcare Organisation,James Paget University Hospitals NHS Foundation Trust,East,NR31 6LA,52.561672,1.71798,Good,12/18/2019,Good,Good,Outstanding,Requires improvement,Good,http://www.cqc.org.uk/provider/RGP,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ8234.pdf,included
86,RGR,9999,Provider,NHS Healthcare Organisation,West Suffolk NHS Foundation Trust,East,IP33 2QZ,52.231662,0.709176,Requires improvement,1/30/2020,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RGR,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6916.pdf,included
87,RGT,9999,Provider,NHS Healthcare Organisation,Cambridge University Hospitals NHS Foundation Trust,East,CB2 0QQ,52.173741,0.139114,Good,2/26/2019,Outstanding,Good,Requires improvement,Good,Outstanding,http://www.cqc.org.uk/provider/RGT,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0416.pdf,included
88,RH5,9999,Provider,NHS Healthcare Organisation,Somerset Partnership NHS Foundation Trust,South West,TA6 4RN,51.148585,-2.994789,Good,1/22/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RH5,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7557.pdf,included
89,RH8,9999,Provider,NHS Healthcare Organisation,Royal Devon and Exeter NHS Foundation Trust,South West,EX2 5DW,50.716703,-3.50668,Good,4/30/2019,Outstanding,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RH8,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3387.pdf,included
90,RHA,9999,Provider,NHS Healthcare Organisation,Nottinghamshire Healthcare NHS Foundation Trust,East Midlands,NG3 6AA,52.979272,-1.12643,Requires improvement,10/16/2019,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RHA,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0482.pdf,included
91,RHM,9999,Provider,NHS Healthcare Organisation,University Hospital Southampton NHS Foundation Trust,South East,SO16 6YD,50.933019,-1.435104,Good,4/17/2019,Good,Outstanding,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/provider/RHM,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2071.pdf,included
92,RHQ,9999,Provider,NHS Healthcare Organisation,Sheffield Teaching Hospitals NHS Foundation Trust,Yorkshire & Humberside,S5 7AU,53.409821,-1.455965,Good,11/14/2018,Good,Good,Outstanding,Good,Good,http://www.cqc.org.uk/provider/RHQ,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4195.pdf,included
93,RHU,9999,Provider,NHS Healthcare Organisation,Portsmouth Hospitals NHS Trust,South East,PO6 3LY,50.850297,-1.069932,Good,1/29/2020,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RHU,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6691.pdf,included
94,RHW,9999,Provider,NHS Healthcare Organisation,Royal Berkshire NHS Foundation Trust,South East,RG1 5AN,51.451022,-0.95933,Good,1/7/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/provider/RHW,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6814.pdf,included
95,RJ1,9999,Provider,NHS Healthcare Organisation,Guy's and St Thomas' NHS Foundation Trust,London,SE1 7EH,51.497959,-0.118905,Good,7/23/2019,Outstanding,Good,Good,Requires improvement,Outstanding,http://www.cqc.org.uk/provider/RJ1,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5630.pdf,included
96,RJ2,9999,Provider,NHS Healthcare Organisation,Lewisham and Greenwich NHS Trust,London,SE13 6LH,51.454329,-0.017051,Requires improvement,1/11/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RJ2,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7180.pdf,included
97,RJ6,9999,Provider,NHS Healthcare Organisation,Croydon Health Services NHS Trust,London,CR7 7YE,51.389128,-0.108758,Requires improvement,9/28/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RJ6,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4341.pdf,included
98,RJ7,9999,Provider,NHS Healthcare Organisation,St George's University Hospitals NHS Foundation Trust,London,SW17 0QT,51.426682,-0.175694,Requires improvement,12/18/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RJ7,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5482.pdf,included
99,RJ8,9999,Provider,NHS Healthcare Organisation,Cornwall Partnership NHS Foundation Trust,South West,PL31 2QN,50.47189,-4.741628,Good,11/27/2019,Outstanding,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RJ8,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2119.pdf,included
100,RJC,9999,Provider,NHS Healthcare Organisation,South Warwickshire NHS Foundation Trust,West Midlands,CV34 5BW,52.289965,-1.583203,Outstanding,12/4/2019,Good,Good,Outstanding,Good,Outstanding,http://www.cqc.org.uk/provider/RJC,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6046.pdf,included
101,RJE,9999,Provider,NHS Healthcare Organisation,University Hospitals of North Midlands NHS Trust,West Midlands,ST4 6QG,53.003171,-2.212066,Requires improvement,2/2/2018,Outstanding,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/provider/RJE,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1306.pdf,included
102,RJL,9999,Provider,NHS Healthcare Organisation,Northern Lincolnshire and Goole NHS Foundation Trust,Yorkshire & Humberside,DN33 2BA,53.544858,-0.096229,Requires improvement,9/12/2018,Good,Requires improvement,Requires improvement,Requires improvement,Inadequate,http://www.cqc.org.uk/provider/RJL,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2795.pdf,included
103,RJN,9999,Provider,NHS Healthcare Organisation,East Cheshire NHS Trust,North West,SK10 3BL,53.262321,-2.141074,Good,10/4/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RJN,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5019.pdf,included
104,RJR,9999,Provider,NHS Healthcare Organisation,Countess of Chester Hospital NHS Foundation Trust,North West,CH2 1UL,53.2088,-2.897884,Requires improvement,5/17/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RJR,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2491.pdf,included
105,RJZ,9999,Provider,NHS Healthcare Organisation,King's College Hospital NHS Foundation Trust,London,SE5 9RS,51.468077,-0.093916,Requires improvement,6/12/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RJZ,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4155.pdf,included
106,RK5,9999,Provider,NHS Healthcare Organisation,Sherwood Forest Hospitals NHS Foundation Trust,East Midlands,NG17 4JL,53.134573,-1.233579,Good,8/15/2018,Outstanding,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RK5,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6361.pdf,included
107,RK9,9999,Provider,NHS Healthcare Organisation,University Hospitals Plymouth NHS Trust,South West,PL6 8DH,50.41672,-4.113684,Requires improvement,12/18/2019,Outstanding,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RK9,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6808.pdf,included
108,RKB,9999,Provider,NHS Healthcare Organisation,University Hospitals Coventry and Warwickshire NHS Trust,West Midlands,CV2 2DX,52.421211,-1.438403,Requires improvement,8/31/2018,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/provider/RKB,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3539.pdf,included
109,RKE,9999,Provider,NHS Healthcare Organisation,Whittington Health NHS Trust,London,N19 5NF,51.566482,-0.139066,Good,2/28/2018,Outstanding,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RKE,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1720.pdf,included
110,RKL,9999,Provider,NHS Healthcare Organisation,West London NHS Trust,London,UB2 4SA,51.505322,-0.357711,Good,12/21/2018,Outstanding,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RKL,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6496.pdf,included
111,RL1,9999,Provider,NHS Healthcare Organisation,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,West Midlands,SY10 7AG,52.884212,-3.032685,Good,2/21/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/provider/RL1,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7657.pdf,included
112,RL4,9999,Provider,NHS Healthcare Organisation,The Royal Wolverhampton NHS Trust,West Midlands,WV10 0QP,52.599722,-2.095555,Good,6/27/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RL4,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3912.pdf,included
113,RLQ,9999,Provider,NHS Healthcare Organisation,Wye Valley NHS Trust,West Midlands,HR1 2ER,52.057013,-2.705709,Requires improvement,10/17/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RLQ,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3892.pdf,included
114,RLT,9999,Provider,NHS Healthcare Organisation,George Eliot Hospital NHS Trust,West Midlands,CV10 7DJ,52.51258,-1.478439,Requires improvement,2/26/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RLT,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9456.pdf,included
115,RLY,9999,Provider,NHS Healthcare Organisation,North Staffordshire Combined Healthcare NHS Trust,West Midlands,ST4 8HH,52.96839,-2.167808,Outstanding,3/28/2019,Outstanding,Good,Outstanding,Good,Good,http://www.cqc.org.uk/provider/RLY,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0365.pdf,included
116,RM1,9999,Provider,NHS Healthcare Organisation,Norfolk and Norwich University Hospitals NHS Foundation Trust,East,NR4 7UY,52.617567,1.221195,Requires improvement,5/15/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RM1,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2503.pdf,included
117,RM3,9999,Provider,NHS Healthcare Organisation,Salford Royal NHS Foundation Trust,North West,M6 8HD,53.487545,-2.323424,Outstanding,8/24/2018,Outstanding,Good,Outstanding,Good,Outstanding,http://www.cqc.org.uk/provider/RM3,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4404.pdf,included
118,RMC,9999,Provider,NHS Healthcare Organisation,Bolton NHS Foundation Trust,North West,BL4 0JR,53.553957,-2.429894,Good,4/11/2019,Good,Good,Good,Good,Outstanding,http://www.cqc.org.uk/provider/RMC,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9471.pdf,included
119,RMP,9999,Provider,NHS Healthcare Organisation,Tameside and Glossop Integrated Care NHS Foundation Trust,North West,OL6 9RW,53.49153,-2.071433,Good,7/4/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/provider/RMP,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4091.pdf,included
120,RMY,9999,Provider,NHS Healthcare Organisation,Norfolk and Suffolk NHS Foundation Trust,East,NR6 5BE,52.659531,1.250872,Requires improvement,1/15/2020,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RMY,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6743.pdf,included
121,RN3,9999,Provider,NHS Healthcare Organisation,Great Western Hospitals NHS Foundation Trust,South West,SN3 6BB,51.538528,-1.7272,Requires improvement,12/21/2018,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/provider/RN3,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4910.pdf,included
122,RN5,9999,Provider,NHS Healthcare Organisation,Hampshire Hospitals NHS Foundation Trust,South East,RG24 9NA,51.280633,-1.109918,Requires improvement,9/26/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/provider/RN5,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4359.pdf,included
123,RN7,9999,Provider,NHS Healthcare Organisation,Dartford and Gravesham NHS Trust,South East,DA2 8DA,51.434952,0.258645,Good,8/22/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/provider/RN7,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4044.pdf,included
124,RNA,9999,Provider,NHS Healthcare Organisation,The Dudley Group NHS Foundation Trust,West Midlands,DY1 2HQ,52.502944,-2.118518,Requires improvement,7/12/2019,Good,Good,Requires improvement,Inadequate,Requires improvement,http://www.cqc.org.uk/provider/RNA,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0739.pdf,included
125,RNK,9999,Provider,NHS Healthcare Organisation,Tavistock and Portman NHS Foundation Trust,London,NW3 5BA,51.546898,-0.175443,Good,11/16/2018,Good,Outstanding,Good,Good,Good,http://www.cqc.org.uk/provider/RNK,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5252.pdf,included
